anzsco_4digit,anzsco_title,rs_surprise_h6,rs_surprise_h12,rs_surprise_h18,rs_placebo_h6,rs_placebo_h12,rs_placebo_h18,rs_broad_h6,rs_broad_h12,rs_broad_h18,rate_sens_rba,rate_sens_rba_broad
3231,Aircraft Maintenance Engineers,0.6155915179741922,0.8232902771312822,0.7394021981154772,0.696003904285388,0.9014184426949485,0.6994057098458274,0.34499377327784797,0.683982387924663,0.41439951049204193,0.8232902771312822,0.683982387924663
3232,Metal Fitters and Machinists,0.7057169214295793,0.9640922825876896,0.8843586650870852,0.7116131352142494,0.9034420673379614,0.654773841043371,0.3378213031523468,0.6887822804718318,0.43681542756060254,0.9640922825876896,0.6887822804718318
3233,Precision Metal Trades Workers,0.5724382444467853,0.8435414286477172,0.7046265985805242,0.6077025661033523,0.9032187831165152,0.5797639281306358,0.37777906927965565,0.7472978779562108,0.4704073460622735,0.8435414286477172,0.7472978779562108
3234,Toolmakers and Engineering Patternmakers,0.6881674647152783,0.9815706603905313,0.7695101342453246,0.580940117649756,0.8624899653750648,0.6423994557964671,0.3682523323593073,0.7567288023180853,0.4897939433052297,0.9815706603905313,0.7567288023180853
3241,Panelbeaters,0.6633849388444835,0.8651286500327233,0.6939531061870163,0.683007088161265,0.9507882420071563,0.6783250823355244,0.3898985109068556,0.7539407466307322,0.47548542323655857,0.8651286500327233,0.7539407466307322
3242,Vehicle Body Builders and Trimmers,0.5624517464140542,0.8001711541727786,0.7487642916492261,0.5456186135480835,0.8284002845955424,0.5407307114285554,0.37011814406582333,0.7405157762324297,0.46675877692150486,0.8001711541727786,0.7405157762324297
3243,Vehicle Painters,0.6064457608321319,0.6597830229102725,0.6597838995411525,0.7409666936534912,0.9383601620508473,0.6695433893442937,0.3305851795946833,0.7745917491077633,0.4924550970538658,0.6597830229102725,0.7745917491077633
3311,Bricklayers and Stonemasons,0.6776546139219675,0.7082565453521618,0.7323799651827433,0.825880847762765,0.9161338943071665,0.6766570583674297,0.3566078493224224,0.7525580525989881,0.5240650786645908,0.7082565453521618,0.7525580525989881
3312,Carpenters and Joiners,0.7594304875479655,0.8297671102470255,0.8543167540298492,0.8030459069630929,0.9130775234231481,0.712010049483065,0.36766215641084643,0.7560634953938065,0.49879430539426833,0.8297671102470255,0.7560634953938065
3321,Floor Finishers,0.7475893049761575,0.7579720403648098,0.8716466431593638,0.7945211785342494,0.9094669994725326,0.7735667482246708,0.370554139015309,0.7440154447877144,0.45575030837074754,0.7579720403648098,0.7440154447877144
3322,Painting Trades Workers,0.7104584025275323,0.8424209284645301,0.8480216501517815,0.784688797216244,0.9100467686560304,0.715738680420154,0.37514381719846346,0.7541109608143324,0.4692907835593388,0.8424209284645301,0.7541109608143324
